subject;item;RT;Trcorrect;accuracy;lexicality;DISHAR;DISHARc
7;183;975.69;975.69;1;nw;HAR;0.5
7;184;893.75;893.75;1;nw;HAR;0.5
7;185;763.99;763.99;1;nw;HAR;0.5
7;186;575.74;575.74;1;nw;HAR;0.5
7;187;800.87;800.87;1;nw;HAR;0.5
7;188;765.45;765.45;1;nw;HAR;0.5
7;189;669.4;669.4;1;nw;HAR;0.5
7;190;655.07;655.07;1;nw;HAR;0.5
7;191;-587.03;;0;nw;HAR;0.5
7;192;651.64;651.64;1;nw;HAR;0.5
7;193;673.06;673.06;1;nw;HAR;0.5
7;194;716.96;716.96;1;nw;HAR;0.5
7;195;656.36;656.36;1;nw;HAR;0.5
7;196;1328.54;1328.54;1;nw;HAR;0.5
7;197;671.28;671.28;1;nw;HAR;0.5
7;198;929.73;929.73;1;nw;HAR;0.5
7;199;767.68;767.68;1;nw;HAR;0.5
7;200;831.85;831.85;1;nw;HAR;0.5
7;201;832.23;832.23;1;nw;HAR;0.5
7;202;908.17;908.17;1;nw;HAR;0.5
7;203;-522.55;;0;nw;HAR;0.5
7;204;752.33;752.33;1;nw;HAR;0.5
7;205;1019.3;1019.3;1;nw;HAR;0.5
7;206;641.61;641.61;1;nw;HAR;0.5
7;207;603.01;603.01;1;nw;HAR;0.5
7;208;-907.12;;0;nw;HAR;0.5
7;209;956.97;956.97;1;nw;HAR;0.5
7;210;687.09;687.09;1;nw;HAR;0.5
7;211;765.01;765.01;1;nw;HAR;0.5
7;212;843.13;843.13;1;nw;HAR;0.5
7;213;685.25;685.25;1;nw;HAR;0.5
7;214;686.57;686.57;1;nw;HAR;0.5
7;215;605.92;605.92;1;nw;HAR;0.5
7;216;689.53;689.53;1;nw;HAR;0.5
7;217;576.07;576.07;1;nw;HAR;0.5
7;218;637.99;637.99;1;nw;HAR;0.5
7;219;815.44;815.44;1;nw;HAR;0.5
7;220;939.21;939.21;1;nw;HAR;0.5
7;221;638.06;638.06;1;nw;HAR;0.5
7;222;907.36;907.36;1;nw;HAR;0.5
7;223;955.32;955.32;1;nw;HAR;0.5
7;224;798.11;798.11;1;nw;HAR;0.5
7;225;619.83;619.83;1;nw;HAR;0.5
7;226;670.23;670.23;1;nw;HAR;0.5
7;227;582.61;582.61;1;nw;HAR;0.5
7;228;637.48;637.48;1;nw;HAR;0.5
7;229;618.75;618.75;1;nw;HAR;0.5
7;230;732.67;732.67;1;nw;HAR;0.5
7;231;670.74;670.74;1;nw;HAR;0.5
7;232;726.36;726.36;1;nw;HAR;0.5
7;233;864.23;864.23;1;nw;HAR;0.5
7;234;1244.38;1244.38;1;nw;HAR;0.5
7;235;606.59;606.59;1;nw;HAR;0.5
7;236;607.79;607.79;1;nw;HAR;0.5
7;237;669.6;669.6;1;nw;HAR;0.5
7;238;570.99;570.99;1;nw;HAR;0.5
7;239;671.1;671.1;1;nw;HAR;0.5
7;240;812.92;812.92;1;nw;HAR;0.5
8;1;605.67;605.67;1;word;;
8;2;429.91;429.91;1;word;;
8;3;702.59;702.59;1;word;;
8;4;545.44;545.44;1;word;;
8;5;625.01;625.01;1;word;;
8;6;451.76;451.76;1;word;;
8;7;584.27;584.27;1;word;;
8;8;438.13;438.13;1;word;;
8;9;-462.78;;0;word;;
8;10;657.32;657.32;1;word;;
8;11;493.94;493.94;1;word;;
8;12;573.32;573.32;1;word;;
8;13;411.94;411.94;1;word;;
8;14;748.23;748.23;1;word;;
8;15;465.08;465.08;1;word;;
8;16;604.11;604.11;1;word;;
8;17;1004.91;1004.91;1;word;;
8;18;535.26;535.26;1;word;;
8;19;472.9;472.9;1;word;;
8;20;508.59;508.59;1;word;;
8;21;554.81;554.81;1;word;;
8;22;507.46;507.46;1;word;;
8;23;922.87;922.87;1;word;;
8;24;510.84;510.84;1;word;;
8;25;496.05;496.05;1;word;;
8;26;527.23;527.23;1;word;;
8;27;610.87;610.87;1;word;;
8;28;461.02;461.02;1;word;;
8;29;524.67;524.67;1;word;;
8;30;481.73;481.73;1;word;;
8;31;376.76;376.76;1;word;;
8;32;445.37;445.37;1;word;;
8;33;-492.49;;0;word;;
8;34;497.05;497.05;1;word;;
8;35;476.95;476.95;1;word;;
8;36;593.01;593.01;1;word;;
8;37;560.46;560.46;1;word;;
8;38;664.94;664.94;1;word;;
8;39;482.99;482.99;1;word;;
8;40;594.02;594.02;1;word;;
8;41;640.18;640.18;1;word;;
8;42;400.21;400.21;1;word;;
8;43;424.97;424.97;1;word;;
8;44;593.68;593.68;1;word;;
8;45;651.08;651.08;1;word;;
8;46;559.58;559.58;1;word;;
8;47;430.89;430.89;1;word;;
8;48;749.06;749.06;1;word;;
8;49;1163.58;1163.58;1;word;;
8;50;459.21;459.21;1;word;;
8;51;416.12;416.12;1;word;;
8;52;423.23;423.23;1;word;;
8;53;462.36;462.36;1;word;;
8;54;831.57;831.57;1;word;;
8;55;428.61;428.61;1;word;;
8;56;401.32;401.32;1;word;;
8;57;544.83;544.83;1;word;;
8;58;452.98;452.98;1;word;;
8;59;715.39;715.39;1;word;;
8;60;543.2;543.2;1;word;;
8;61;719.56;719.56;1;word;;
8;62;544.02;544.02;1;word;;
8;63;399.01;399.01;1;word;;
8;64;525.85;525.85;1;word;;
8;65;699.77;699.77;1;word;;
8;66;462.79;462.79;1;word;;
8;67;732.12;732.12;1;word;;
8;68;746.75;746.75;1;word;;
8;69;431.16;431.16;1;word;;
8;70;453.45;453.45;1;word;;
8;71;530.22;530.22;1;word;;
8;72;994.85;994.85;1;word;;
8;73;845.95;845.95;1;word;;
8;74;559.62;559.62;1;word;;
8;75;-639.96;;0;word;;
8;76;576.63;576.63;1;word;;
8;77;609.77;609.77;1;word;;
8;78;510.15;510.15;1;word;;
8;79;431.96;431.96;1;word;;
8;80;555.63;555.63;1;word;;
8;81;-895.93;;0;word;;
8;82;864.54;864.54;1;word;;
8;83;410.08;410.08;1;word;;
8;84;512.57;512.57;1;word;;
8;85;558.11;558.11;1;word;;
8;86;396.68;396.68;1;word;;
8;87;1037.68;1037.68;1;word;;
8;88;527.39;527.39;1;word;;
8;89;510.87;510.87;1;word;;
8;90;895.85;895.85;1;word;;
8;91;826.29;826.29;1;word;;
8;92;573.43;573.43;1;word;;
8;93;-539.41;;0;word;;
8;94;526.7;526.7;1;word;;
8;95;747.4;747.4;1;word;;
8;96;518.8;518.8;1;word;;
8;97;461.34;461.34;1;word;;
8;98;496.97;496.97;1;word;;
8;99;-926.87;;0;word;;
8;100;673.08;673.08;1;word;;
8;101;672.69;672.69;1;word;;
8;102;576.81;576.81;1;word;;
8;103;459.14;459.14;1;word;;
8;104;500.08;500.08;1;word;;
8;105;-510.76;;0;word;;
8;106;481.47;481.47;1;word;;
8;107;519.75;519.75;1;word;;
8;108;-637.5;;0;word;;
8;109;559;559;1;word;;
8;110;462.16;462.16;1;word;;
8;111;1404.39;1404.39;1;word;;
8;112;942.71;942.71;1;word;;
8;113;535.69;535.69;1;word;;
8;114;-493.82;;0;word;;
8;115;428.23;428.23;1;word;;
8;116;654;654;1;word;;
8;117;971.49;971.49;1;word;;
8;118;656.78;656.78;1;word;;
8;119;509.8;509.8;1;word;;
8;120;590.35;590.35;1;word;;
8;121;610.96;610.96;1;nw;DIS;-0.5
8;122;783.32;783.32;1;nw;DIS;-0.5
8;123;907.96;907.96;1;nw;DIS;-0.5
8;124;-443.77;;0;nw;DIS;-0.5
8;125;-401.53;;0;nw;DIS;-0.5
8;126;640.43;640.43;1;nw;DIS;-0.5
8;127;1204.55;1204.55;1;nw;DIS;-0.5
8;128;845.46;845.46;1;nw;DIS;-0.5
8;129;766.62;766.62;1;nw;DIS;-0.5
8;130;697.91;697.91;1;nw;DIS;-0.5
8;131;437.73;437.73;1;nw;DIS;-0.5
8;132;672.2;672.2;1;nw;DIS;-0.5
8;133;430.52;430.52;1;nw;DIS;-0.5
8;134;536.74;536.74;1;nw;DIS;-0.5
8;135;561.13;561.13;1;nw;DIS;-0.5
8;136;529.59;529.59;1;nw;DIS;-0.5
8;137;782.51;782.51;1;nw;DIS;-0.5
8;138;506.73;506.73;1;nw;DIS;-0.5
8;139;574.84;574.84;1;nw;DIS;-0.5
8;140;573.72;573.72;1;nw;DIS;-0.5
8;141;955.61;955.61;1;nw;DIS;-0.5
8;142;412.18;412.18;1;nw;DIS;-0.5
8;143;656.35;656.35;1;nw;DIS;-0.5
8;144;543.93;543.93;1;nw;DIS;-0.5
8;145;577.37;577.37;1;nw;DIS;-0.5
8;146;496.42;496.42;1;nw;DIS;-0.5
8;147;588.7;588.7;1;nw;DIS;-0.5
8;148;572.14;572.14;1;nw;DIS;-0.5
8;149;511.51;511.51;1;nw;DIS;-0.5
8;150;481.29;481.29;1;nw;DIS;-0.5
8;151;539.13;539.13;1;nw;DIS;-0.5
8;152;789.36;789.36;1;nw;DIS;-0.5
8;153;673.46;673.46;1;nw;DIS;-0.5
8;154;430.24;430.24;1;nw;DIS;-0.5
8;155;782.49;782.49;1;nw;DIS;-0.5
8;156;607.77;607.77;1;nw;DIS;-0.5
8;157;948.94;948.94;1;nw;DIS;-0.5
8;158;-496.14;;0;nw;DIS;-0.5
8;159;512.09;512.09;1;nw;DIS;-0.5
8;160;834.16;834.16;1;nw;DIS;-0.5
8;161;447.52;447.52;1;nw;DIS;-0.5
8;162;863.33;863.33;1;nw;DIS;-0.5
8;163;573.12;573.12;1;nw;DIS;-0.5
8;164;736.46;736.46;1;nw;DIS;-0.5
8;165;572.08;572.08;1;nw;DIS;-0.5
8;166;479.97;479.97;1;nw;DIS;-0.5
8;167;708.7;708.7;1;nw;DIS;-0.5
8;168;682.56;682.56;1;nw;DIS;-0.5
8;169;529.4;529.4;1;nw;DIS;-0.5
8;170;541.65;541.65;1;nw;DIS;-0.5
8;171;508.24;508.24;1;nw;DIS;-0.5
8;172;444.94;444.94;1;nw;DIS;-0.5
8;173;478.79;478.79;1;nw;DIS;-0.5
8;174;529.8;529.8;1;nw;DIS;-0.5
8;175;432.18;432.18;1;nw;DIS;-0.5
8;176;974.04;974.04;1;nw;DIS;-0.5
8;177;588.19;588.19;1;nw;DIS;-0.5
8;178;575.72;575.72;1;nw;DIS;-0.5
8;179;579.05;579.05;1;nw;DIS;-0.5
8;180;574.28;574.28;1;nw;DIS;-0.5
8;181;534.66;534.66;1;nw;HAR;0.5
8;182;608.55;608.55;1;nw;HAR;0.5
8;183;661.59;661.59;1;nw;HAR;0.5
8;184;559.82;559.82;1;nw;HAR;0.5
8;185;497.11;497.11;1;nw;HAR;0.5
8;186;620.67;620.67;1;nw;HAR;0.5
8;187;544.14;544.14;1;nw;HAR;0.5
8;188;734.1;734.1;1;nw;HAR;0.5
8;189;672.61;672.61;1;nw;HAR;0.5
8;190;701.21;701.21;1;nw;HAR;0.5
8;191;610.73;610.73;1;nw;HAR;0.5
8;192;-797.97;;0;nw;HAR;0.5
8;193;608.48;608.48;1;nw;HAR;0.5
8;194;560.88;560.88;1;nw;HAR;0.5
8;195;833.04;833.04;1;nw;HAR;0.5
8;196;751.98;751.98;1;nw;HAR;0.5
8;197;735.99;735.99;1;nw;HAR;0.5
8;198;444.58;444.58;1;nw;HAR;0.5
8;199;755.46;755.46;1;nw;HAR;0.5
8;200;717.02;717.02;1;nw;HAR;0.5
8;201;587.55;587.55;1;nw;HAR;0.5
8;202;459.99;459.99;1;nw;HAR;0.5
8;203;707.98;707.98;1;nw;HAR;0.5
8;204;530.82;530.82;1;nw;HAR;0.5
8;205;465.73;465.73;1;nw;HAR;0.5
8;206;527.96;527.96;1;nw;HAR;0.5
8;207;795.98;795.98;1;nw;HAR;0.5
8;208;-477.89;;0;nw;HAR;0.5
8;209;423.01;423.01;1;nw;HAR;0.5
8;210;511.74;511.74;1;nw;HAR;0.5
8;211;494.41;494.41;1;nw;HAR;0.5
8;212;513.31;513.31;1;nw;HAR;0.5
8;213;768.72;768.72;1;nw;HAR;0.5
8;214;496.41;496.41;1;nw;HAR;0.5
8;215;447.99;447.99;1;nw;HAR;0.5
8;216;689.31;689.31;1;nw;HAR;0.5
8;217;-575.89;;0;nw;HAR;0.5
8;218;605.85;605.85;1;nw;HAR;0.5
8;219;703.27;703.27;1;nw;HAR;0.5
8;220;811.66;811.66;1;nw;HAR;0.5
8;221;557.77;557.77;1;nw;HAR;0.5
8;222;604.14;604.14;1;nw;HAR;0.5
8;223;688.04;688.04;1;nw;HAR;0.5
8;224;605.07;605.07;1;nw;HAR;0.5
8;225;641.54;641.54;1;nw;HAR;0.5
8;226;495.14;495.14;1;nw;HAR;0.5
8;227;896.38;896.38;1;nw;HAR;0.5
8;228;583.93;583.93;1;nw;HAR;0.5
8;229;703.09;703.09;1;nw;HAR;0.5
8;230;667.84;667.84;1;nw;HAR;0.5
8;231;831.36;831.36;1;nw;HAR;0.5
8;232;764.33;764.33;1;nw;HAR;0.5
8;233;1232.99;1232.99;1;nw;HAR;0.5
8;234;780.99;780.99;1;nw;HAR;0.5
8;235;848.6;848.6;1;nw;HAR;0.5
8;236;565.35;565.35;1;nw;HAR;0.5
8;237;671.08;671.08;1;nw;HAR;0.5
8;238;915.69;915.69;1;nw;HAR;0.5
8;239;557.51;557.51;1;nw;HAR;0.5
8;240;635.77;635.77;1;nw;HAR;0.5
9;1;400.98;400.98;1;word;;
9;2;459.49;459.49;1;word;;
9;3;540.78;540.78;1;word;;
9;4;525.1;525.1;1;word;;
9;5;716.23;716.23;1;word;;
9;6;494.43;494.43;1;word;;
9;7;526.38;526.38;1;word;;
9;8;657.88;657.88;1;word;;
9;9;476.79;476.79;1;word;;
9;10;512.73;512.73;1;word;;
9;11;460.78;460.78;1;word;;
9;12;651;651;1;word;;
9;13;492.74;492.74;1;word;;
9;14;529.56;529.56;1;word;;
9;15;650.52;650.52;1;word;;
9;16;510.5;510.5;1;word;;
9;17;798.43;798.43;1;word;;
9;18;509.62;509.62;1;word;;
9;19;625.45;625.45;1;word;;
9;20;479.53;479.53;1;word;;
9;21;573.27;573.27;1;word;;
9;22;752.99;752.99;1;word;;
9;23;511.93;511.93;1;word;;
9;24;555.53;555.53;1;word;;
9;25;479.7;479.7;1;word;;
9;26;573.23;573.23;1;word;;
9;27;493.81;493.81;1;word;;
9;28;492.48;492.48;1;word;;
9;29;513.68;513.68;1;word;;
9;30;572.08;572.08;1;word;;
9;31;496.02;496.02;1;word;;
9;32;525.12;525.12;1;word;;
9;33;555.52;555.52;1;word;;
9;34;655.64;655.64;1;word;;
9;35;507.12;507.12;1;word;;
9;36;508.88;508.88;1;word;;
9;37;781.28;781.28;1;word;;
9;38;540.43;540.43;1;word;;
9;39;510.77;510.77;1;word;;
9;40;480.92;480.92;1;word;;
9;41;574.02;574.02;1;word;;
9;42;589.42;589.42;1;word;;
9;43;415.19;415.19;1;word;;
9;44;453.22;453.22;1;word;;
9;45;574.66;574.66;1;word;;
9;46;813.15;813.15;1;word;;
9;47;684.28;684.28;1;word;;
9;48;555.65;555.65;1;word;;
9;49;656.47;656.47;1;word;;
9;50;507.08;507.08;1;word;;
9;51;464.66;464.66;1;word;;
9;52;558.6;558.6;1;word;;
9;53;555.66;555.66;1;word;;
9;54;543.12;543.12;1;word;;
9;55;543.36;543.36;1;word;;
9;56;608.9;608.9;1;word;;
9;57;591.83;591.83;1;word;;
9;58;525.57;525.57;1;word;;
9;59;525.71;525.71;1;word;;
9;60;444.45;444.45;1;word;;
9;61;785;785;1;word;;
9;62;526.69;526.69;1;word;;
9;63;955.93;955.93;1;word;;
9;64;609.03;609.03;1;word;;
9;65;510;510;1;word;;
9;66;604.02;604.02;1;word;;
9;67;544.2;544.2;1;word;;
9;68;543.86;543.86;1;word;;
9;69;689.63;689.63;1;word;;
9;70;641.41;641.41;1;word;;
9;71;429.88;429.88;1;word;;
9;72;577.37;577.37;1;word;;
9;73;625.79;625.79;1;word;;
9;74;720.86;720.86;1;word;;
9;75;560.04;560.04;1;word;;
9;76;546.21;546.21;1;word;;
9;77;673.12;673.12;1;word;;
9;78;527.29;527.29;1;word;;
9;79;604.03;604.03;1;word;;
9;80;605.83;605.83;1;word;;
9;81;879.98;879.98;1;word;;
9;82;683.7;683.7;1;word;;
9;83;482.84;482.84;1;word;;
9;84;593.5;593.5;1;word;;
9;85;497.12;497.12;1;word;;
9;86;1078.64;1078.64;1;word;;
9;87;497.81;497.81;1;word;;
9;88;602.76;602.76;1;word;;
9;89;671.77;671.77;1;word;;
9;90;512.36;512.36;1;word;;
9;91;621.93;621.93;1;word;;
9;92;577.28;577.28;1;word;;
9;93;874.36;874.36;1;word;;
9;94;572.58;572.58;1;word;;
9;95;793.32;793.32;1;word;;
9;96;528.04;528.04;1;word;;
9;97;621.68;621.68;1;word;;
9;98;543.93;543.93;1;word;;
9;99;1199.36;1199.36;1;word;;
9;100;543.17;543.17;1;word;;
9;101;526.74;526.74;1;word;;
9;102;525.66;525.66;1;word;;
9;103;546.61;546.61;1;word;;
9;104;500.01;500.01;1;word;;
9;105;679.95;679.95;1;word;;
9;106;641.51;641.51;1;word;;
9;107;557.43;557.43;1;word;;
9;108;898.67;898.67;1;word;;
9;109;465.94;465.94;1;word;;
9;110;571.99;571.99;1;word;;
9;111;605.31;605.31;1;word;;
9;112;561.69;561.69;1;word;;
9;113;448.55;448.55;1;word;;
9;114;686.21;686.21;1;word;;
9;115;537.02;537.02;1;word;;
9;116;555.34;555.34;1;word;;
9;117;604.82;604.82;1;word;;
9;118;638.5;638.5;1;word;;
9;119;674.48;674.48;1;word;;
9;120;541.03;541.03;1;word;;
9;121;765.04;765.04;1;nw;DIS;-0.5
9;122;587.27;587.27;1;nw;DIS;-0.5
9;123;843.49;843.49;1;nw;DIS;-0.5
9;124;796.94;796.94;1;nw;DIS;-0.5
9;125;862.69;862.69;1;nw;DIS;-0.5
9;126;639.96;639.96;1;nw;DIS;-0.5
9;127;638.4;638.4;1;nw;DIS;-0.5
9;128;702.34;702.34;1;nw;DIS;-0.5
9;129;652.11;652.11;1;nw;DIS;-0.5
9;130;720.93;720.93;1;nw;DIS;-0.5
9;131;736.18;736.18;1;nw;DIS;-0.5
9;132;762.29;762.29;1;nw;DIS;-0.5
9;133;669.03;669.03;1;nw;DIS;-0.5
9;134;507.57;507.57;1;nw;DIS;-0.5
9;135;559.17;559.17;1;nw;DIS;-0.5
9;136;625.75;625.75;1;nw;DIS;-0.5
9;137;622.27;622.27;1;nw;DIS;-0.5
9;138;512.88;512.88;1;nw;DIS;-0.5
9;139;571.11;571.11;1;nw;DIS;-0.5
9;140;588.9;588.9;1;nw;DIS;-0.5
9;141;590.15;590.15;1;nw;DIS;-0.5
9;142;523.08;523.08;1;nw;DIS;-0.5
9;143;955.7;955.7;1;nw;DIS;-0.5
9;144;700.18;700.18;1;nw;DIS;-0.5
9;145;525.68;525.68;1;nw;DIS;-0.5
9;146;684.69;684.69;1;nw;DIS;-0.5
9;147;608.43;608.43;1;nw;DIS;-0.5
9;148;768.69;768.69;1;nw;DIS;-0.5
9;149;589.83;589.83;1;nw;DIS;-0.5
9;150;560.33;560.33;1;nw;DIS;-0.5
9;151;531.54;531.54;1;nw;DIS;-0.5
9;152;720.82;720.82;1;nw;DIS;-0.5
9;153;623.53;623.53;1;nw;DIS;-0.5
9;154;496.08;496.08;1;nw;DIS;-0.5
9;155;706.17;706.17;1;nw;DIS;-0.5
9;156;828.47;828.47;1;nw;DIS;-0.5
9;157;893.79;893.79;1;nw;DIS;-0.5
9;158;805.16;805.16;1;nw;DIS;-0.5
9;159;521.74;521.74;1;nw;DIS;-0.5
9;160;748.42;748.42;1;nw;DIS;-0.5
9;161;545.84;545.84;1;nw;DIS;-0.5
9;162;508.11;508.11;1;nw;DIS;-0.5
9;163;1037.09;1037.09;1;nw;DIS;-0.5
9;164;928.04;928.04;1;nw;DIS;-0.5
9;165;767.28;767.28;1;nw;DIS;-0.5
9;166;510.86;510.86;1;nw;DIS;-0.5
9;167;1163.77;1163.77;1;nw;DIS;-0.5
9;168;961.09;961.09;1;nw;DIS;-0.5
9;169;735.98;735.98;1;nw;DIS;-0.5
9;170;653.23;653.23;1;nw;DIS;-0.5
9;171;513.82;513.82;1;nw;DIS;-0.5
9;172;529.3;529.3;1;nw;DIS;-0.5
9;173;570.73;570.73;1;nw;DIS;-0.5
9;174;700.36;700.36;1;nw;DIS;-0.5
9;175;480.06;480.06;1;nw;DIS;-0.5
9;176;523.55;523.55;1;nw;DIS;-0.5
9;177;752.03;752.03;1;nw;DIS;-0.5
9;178;734.97;734.97;1;nw;DIS;-0.5
9;179;588.52;588.52;1;nw;DIS;-0.5
9;180;643.37;643.37;1;nw;DIS;-0.5
9;181;768.43;768.43;1;nw;HAR;0.5
9;182;667.94;667.94;1;nw;HAR;0.5
9;183;832.41;832.41;1;nw;HAR;0.5
9;184;1246.87;1246.87;1;nw;HAR;0.5
9;185;687.01;687.01;1;nw;HAR;0.5
9;186;507.66;507.66;1;nw;HAR;0.5
9;187;687.84;687.84;1;nw;HAR;0.5
9;188;540.59;540.59;1;nw;HAR;0.5
9;189;719.28;719.28;1;nw;HAR;0.5
9;190;1041.25;1041.25;1;nw;HAR;0.5
9;191;-1519.03;;0;nw;HAR;0.5
9;192;757.04;757.04;1;nw;HAR;0.5
9;193;573.34;573.34;1;nw;HAR;0.5
9;194;736.7;736.7;1;nw;HAR;0.5
9;195;651.14;651.14;1;nw;HAR;0.5
9;196;-619.07;;0;nw;HAR;0.5
9;197;1019.23;1019.23;1;nw;HAR;0.5
9;198;587.42;587.42;1;nw;HAR;0.5
9;199;609.33;609.33;1;nw;HAR;0.5
9;200;747.92;747.92;1;nw;HAR;0.5
9;201;622.08;622.08;1;nw;HAR;0.5
9;202;639.11;639.11;1;nw;HAR;0.5
9;203;-961.25;;0;nw;HAR;0.5
9;204;655.91;655.91;1;nw;HAR;0.5
9;205;557.29;557.29;1;nw;HAR;0.5
9;206;653.68;653.68;1;nw;HAR;0.5
9;207;702.82;702.82;1;nw;HAR;0.5
9;208;797.91;797.91;1;nw;HAR;0.5
9;209;592.28;592.28;1;nw;HAR;0.5
9;210;892.82;892.82;1;nw;HAR;0.5
9;211;588.85;588.85;1;nw;HAR;0.5
9;212;896.92;896.92;1;nw;HAR;0.5
9;213;606.14;606.14;1;nw;HAR;0.5
9;214;464.62;464.62;1;nw;HAR;0.5
9;215;448.23;448.23;1;nw;HAR;0.5
9;216;528.11;528.11;1;nw;HAR;0.5
9;217;577.03;577.03;1;nw;HAR;0.5
9;218;451.21;451.21;1;nw;HAR;0.5
9;219;800.16;800.16;1;nw;HAR;0.5
9;220;737;737;1;nw;HAR;0.5
9;221;540.2;540.2;1;nw;HAR;0.5
9;222;642.78;642.78;1;nw;HAR;0.5
9;223;700.33;700.33;1;nw;HAR;0.5
9;224;748.01;748.01;1;nw;HAR;0.5
9;225;639.16;639.16;1;nw;HAR;0.5
9;226;610.23;610.23;1;nw;HAR;0.5
9;227;623.34;623.34;1;nw;HAR;0.5
9;228;538.69;538.69;1;nw;HAR;0.5
9;229;699.57;699.57;1;nw;HAR;0.5
9;230;524.15;524.15;1;nw;HAR;0.5
9;231;688.62;688.62;1;nw;HAR;0.5
9;232;673.03;673.03;1;nw;HAR;0.5
9;233;479.47;479.47;1;nw;HAR;0.5
9;234;704.42;704.42;1;nw;HAR;0.5
9;235;672.69;672.69;1;nw;HAR;0.5
9;236;733.02;733.02;1;nw;HAR;0.5
9;237;589.05;589.05;1;nw;HAR;0.5
9;238;657.1;657.1;1;nw;HAR;0.5
9;239;461.53;461.53;1;nw;HAR;0.5
9;240;656.17;656.17;1;nw;HAR;0.5
10;1;734.76;734.76;1;word;;
10;2;669.66;669.66;1;word;;
10;3;880.22;880.22;1;word;;
10;4;630.45;630.45;1;word;;
10;5;688.79;688.79;1;word;;
10;6;-1851.16;;0;word;;
10;7;815.24;815.24;1;word;;
10;8;641.86;641.86;1;word;;
10;9;721.07;721.07;1;word;;
10;10;730.91;730.91;1;word;;
10;11;698.91;698.91;1;word;;
10;12;654.25;654.25;1;word;;
10;13;507.85;507.85;1;word;;
10;14;1038.45;1038.45;1;word;;
10;15;558.86;558.86;1;word;;
10;16;593.7;593.7;1;word;;
10;17;719.73;719.73;1;word;;
10;18;721.31;721.31;1;word;;
10;19;863.43;863.43;1;word;;
10;20;828.2;828.2;1;word;;
10;21;734.49;734.49;1;word;;
10;22;544.94;544.94;1;word;;
10;23;524.1;524.1;1;word;;
10;24;817.56;817.56;1;word;;
10;25;716.52;716.52;1;word;;
10;26;640.41;640.41;1;word;;
10;27;750.53;750.53;1;word;;
10;28;575.65;575.65;1;word;;
10;29;701.84;701.84;1;word;;
10;30;636.25;636.25;1;word;;
10;31;577.1;577.1;1;word;;
10;32;587.39;587.39;1;word;;
10;33;847.86;847.86;1;word;;
10;34;849.47;849.47;1;word;;
10;35;704.21;704.21;1;word;;
10;36;1022.14;1022.14;1;word;;
10;37;689.04;689.04;1;word;;
10;38;539.25;539.25;1;word;;
10;39;654.79;654.79;1;word;;
10;40;751.47;751.47;1;word;;
10;41;587.49;587.49;1;word;;
10;42;623.47;623.47;1;word;;
10;43;689.19;689.19;1;word;;
10;44;604.68;604.68;1;word;;
10;45;752.85;752.85;1;word;;
10;46;590.02;590.02;1;word;;
10;47;830.82;830.82;1;word;;
10;48;669.68;669.68;1;word;;
10;49;700.02;700.02;1;word;;
10;50;717.39;717.39;1;word;;
10;51;721.47;721.47;1;word;;
10;52;992.54;992.54;1;word;;
10;53;657.75;657.75;1;word;;
10;54;477.85;477.85;1;word;;
10;55;527.72;527.72;1;word;;
10;56;656.93;656.93;1;word;;
10;57;575.16;575.16;1;word;;
10;58;554.65;554.65;1;word;;
10;59;609.57;609.57;1;word;;
10;60;658.24;658.24;1;word;;
10;61;529.46;529.46;1;word;;
10;62;763.97;763.97;1;word;;
10;63;-750.66;;0;word;;
10;64;733.44;733.44;1;word;;
10;65;1053.99;1053.99;1;word;;
10;66;586.33;586.33;1;word;;
10;67;976.04;976.04;1;word;;
10;68;731.18;731.18;1;word;;
10;69;845.88;845.88;1;word;;
10;70;641.53;641.53;1;word;;
10;71;-768.12;;0;word;;
10;72;592.14;592.14;1;word;;
10;73;717.28;717.28;1;word;;
10;74;608.44;608.44;1;word;;
10;75;671.99;671.99;1;word;;
10;76;657.72;657.72;1;word;;
10;77;1117.42;1117.42;1;word;;
10;78;635.52;635.52;1;word;;
10;79;828.8;828.8;1;word;;
10;80;624;624;1;word;;
10;81;-847.33;;0;word;;
10;82;732.95;732.95;1;word;;
10;83;604.68;604.68;1;word;;
10;84;655.15;655.15;1;word;;
10;85;624.25;624.25;1;word;;
10;86;956.88;956.88;1;word;;
10;87;700.68;700.68;1;word;;
10;88;907.49;907.49;1;word;;
10;89;573.19;573.19;1;word;;
10;90;-1103.01;;0;word;;
10;91;703.11;703.11;1;word;;
10;92;816.41;816.41;1;word;;
10;93;971.66;971.66;1;word;;
10;94;909.43;909.43;1;word;;
10;95;896.68;896.68;1;word;;
10;96;593.28;593.28;1;word;;
10;97;927.31;927.31;1;word;;
10;98;510.52;510.52;1;word;;
10;99;955.4;955.4;1;word;;
10;100;861.78;861.78;1;word;;
10;101;706.37;706.37;1;word;;
10;102;604.54;604.54;1;word;;
10;103;-1011.37;;0;word;;
10;104;764.8;764.8;1;word;;
10;105;-636.77;;0;word;;
10;106;735.62;735.62;1;word;;
10;107;670.15;670.15;1;word;;
10;108;752.96;752.96;1;word;;
10;109;662.06;662.06;1;word;;
10;110;699.41;699.41;1;word;;
10;111;704.55;704.55;1;word;;
10;112;669.07;669.07;1;word;;
10;113;622.34;622.34;1;word;;
10;114;719.12;719.12;1;word;;
10;115;753.1;753.1;1;word;;
10;116;764.88;764.88;1;word;;
10;117;751.36;751.36;1;word;;
